county,fips,year,population,total_cases,poor_or_fair_health_raw_value,mean_temp_f,mean_humidity_percent,unemployment_raw_value,gdp,children_in_poverty_raw_value,uninsured_raw_value
BRONX,36005,2012,1397287,3954,3.455453171940737,2.286439193165602,-0.5737832063316657,3.310114058073377,0.10103665316018398,3.777732825569145,2.5362023663848765
BRONX,36005,2013,1392002,4242,3.0913441510669313,1.2874253423008324,-0.24911288220164657,3.0484794166881093,0.1111975501977805,3.5600639189524195,2.6288085951571754
BRONX,36005,2014,1408473,3489,3.0582433309874943,0.605027459990591,-1.045785012014222,3.2353553186863326,0.11578485452828531,4.079120542423072,2.468578356344143
BRONX,36005,2015,1418733,4982,3.0582433309874943,0.6648151721748577,-1.0799281060574955,2.8073376277836055,0.11753817537925926,3.6772702532845023,2.266450491355112
BRONX,36005,2016,1438159,6096,4.547780234562153,1.991441082152356,-0.728686496425133,1.7428301311222076,0.12802015851079648,3.9116829219486684,2.188901621740034
BRONX,36005,2017,1455444,11749,4.15736983497643,1.6344667318212835,-0.7024572637523241,0.663487845640409,0.12680335554931851,3.8447078737589067,1.6704760031932366
BRONX,36005,2018,1455720,10902,3.93133498980794,1.4451714284464925,-1.150111125019804,0.334975978201343,0.1629583077297484,3.375882536430576,0.8090040967132426
BRONX,36005,2019,1471160,20962,3.93133498980794,1.346823560994695,-1.0268166295075025,-0.14424081252981819,0.18392019102970633,3.2921637261933734,0.2783396111900301
BRONX,36005,2020,1432132,150,3.9185160716266783,1.5959768156277125,-1.0573837137634337,-0.4236882728775909,0.1650141602801331,3.007519771386886,0.1292873578309697
BRONX,36005,2021,1418207,7951,4.752677167454641,1.6066177329856521,-1.1956352504108307,-0.5830520626513385,0.1701232308485243,2.8233383888650416,0.06465287750183556
BRONX,36005,2022,1401142,30053,4.978090895594833,1.7855913786771533,-1.2923740076481325,5.000749414709853,0.1720596815439548,1.8354564280660575,0.008657805119829323
BROOME,36007,2012,194630,822,-0.3842419572739401,1.0957794907873988,-0.28475634130010863,1.217036926991235,-0.1930741284181573,0.6299055606503481,0.9001589914075993
BROOME,36007,2013,199031,549,-0.3842419572739401,0.013966507093749457,0.29717657639753853,1.0600561421600747,-0.19546767735810391,0.7973431811247519,1.0236339631039972
BROOME,36007,2015,197534,653,-0.5497460576711246,-0.66083619562794,-0.6512426272967283,0.7191806093904127,-0.19824004785683533,0.8978057534093945,0.6686825209135142
BROOME,36007,2016,197349,1352,-0.417342777353377,0.7654824618333985,-1.0706071676052245,0.06399599859504941,-0.19964355908658535,0.6633930847452285,0.4274701384205231
BROOME,36007,2017,196567,2214,-0.22277673950088106,0.2642180136404244,0.7903545630560518,-0.2231349804547558,-0.19806130825771662,0.5964180365554673,-0.3830374611442857
